"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"com.yourkit.an.ap.<init>(Class, String) a","0.1","< 0.1","0.1","3"
"kafka.server.ProducePartitionStatus.<init>(long, ProduceResponse$PartitionResponse) DelayedProduce.scala","0.1","< 0.1","0.1","68"
"kafka.common.LongRef.<init>(long) LongRef.scala","0.1","< 0.1","0.1","68"
"org.apache.kafka.common.record.RecordConversionStats.<init>(long, int, long) RecordConversionStats.java","0.1","< 0.1","0.1","68"
"kafka.server.FetchParams.<init>(short, int, long, int, int, FetchIsolation, Option) FetchDataInfo.scala","0.1","< 0.1","0.1","65"
"org.apache.kafka.common.record.MemoryRecordsBuilder$RecordsInfo.<init>(long, long) MemoryRecordsBuilder.java","0.1","< 0.1","0.1","68"
"scala.collection.convert.JavaCollectionWrappers$AbstractJMapWrapper.<init>() JavaCollectionWrappers.scala","0.1","< 0.1","0.1","23"
"kafka.network.RequestChannel$Response.<init>(RequestChannel$Request) RequestChannel.scala","0.1","< 0.1","0.1","76"
"kafka.server.FetchPartitionStatus.<init>(LogOffsetMetadata, FetchRequest$PartitionData) DelayedFetch.scala","0.1","< 0.1","0.1","58"
"org.apache.kafka.common.replica.ClientMetadata$DefaultClientMetadata.<init>(String, String, InetAddress, KafkaPrincipal, String) ClientMetadata.java","0.1","< 0.1","0.1","65"
"scala.collection.mutable.ArrayBuffer.<init>(int) ArrayBuffer.scala","0.1","< 0.1","0.1","11"
"scala.collection.convert.JavaCollectionWrappers$JIteratorWrapper.<init>(Iterator) JavaCollectionWrappers.scala","0.1","< 0.1","0.1","44"
"scala.collection.convert.AsScalaExtensions$IteratorHasAsScala.<init>(AsScalaExtensions, Iterator) AsScalaExtensions.scala","0.1","< 0.1","0.1","44"
"org.apache.kafka.common.record.FileRecords$LogOffsetPosition.<init>(long, int, int) FileRecords.java","0.1","< 0.1","0.1","38"
"scala.collection.immutable.Set$Set1.<init>(Object) Set.scala","< 0.1","< 0.1","< 0.1","22"
"scala.collection.convert.JavaCollectionWrappers$SeqWrapper.<init>(Seq) JavaCollectionWrappers.scala","< 0.1","< 0.1","< 0.1","26"
"scala.collection.View$Filter.<init>(IterableOps, Function1, boolean) View.scala","< 0.1","< 0.1","< 0.1","11"
"scala.collection.immutable.SetBuilderImpl.<init>() Set.scala","< 0.1","< 0.1","< 0.1","22"
"sun.management.LazyCompositeData.<init>() LazyCompositeData.java","< 0.1","< 0.1","< 0.1","40"
"kafka.server.epoch.EpochEntry.<init>(int, long) LeaderEpochFileCache.scala","< 0.1","< 0.1","< 0.1","26"
"scala.collection.convert.AsScalaExtensions$MapHasAsScala.<init>(AsScalaExtensions, Map) AsScalaExtensions.scala","< 0.1","< 0.1","< 0.1","23"
"scala.collection.Iterator$$anon$9.<init>(Iterator, Function1) Iterator.scala","< 0.1","< 0.1","< 0.1","22"
"scala.collection.convert.AsJavaExtensions$MapHasAsJava.<init>(AsJavaExtensions, Map) AsJavaExtensions.scala","< 0.1","< 0.1","< 0.1","22"
"scala.collection.convert.JavaCollectionWrappers$MapWrapper.<init>(Map) JavaCollectionWrappers.scala","< 0.1","< 0.1","< 0.1","22"
"scala.collection.convert.JavaCollectionWrappers$JCollectionWrapper.<init>(Collection) JavaCollectionWrappers.scala","< 0.1","< 0.1","< 0.1","22"
"scala.collection.convert.AsScalaExtensions$CollectionHasAsScala.<init>(AsScalaExtensions, Collection) AsScalaExtensions.scala","< 0.1","< 0.1","< 0.1","22"
"org.apache.kafka.common.Uuid.<init>(long, long) Uuid.java","< 0.1","< 0.1","< 0.1","25"
"org.apache.kafka.common.record.RecordsSend.<init>(BaseRecords, int) RecordsSend.java","< 0.1","< 0.1","< 0.1","26"
"javax.management.openmbean.TabularDataSupport.<init>(TabularType) TabularDataSupport.java","< 0.1","< 0.1","< 0.1","4"
"org.apache.kafka.common.utils.ByteBufferOutputStream.<init>(ByteBuffer) ByteBufferOutputStream.java","< 0.1","< 0.1","< 0.1","11"
