"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"java.util.stream.IntPipeline.filter(IntPredicate) IntPipeline.java","21","< 0.1","2","660"
"org.cactoos.iterable.Mapped.lambda$new$0(Func, Iterable) Mapped.java","20","< 0.1","1","330"
"org.cactoos.text.TextEnvelope.toString() TextEnvelope.java","20","< 0.1","3","990"
"org.cactoos.iterator.Joined.next() Joined.java","19","< 0.1","2","495"
"java.net.Socket$SocketOutputStream.write(byte[], int, int) Socket.java","19","0.1","0.4","110"
"sun.nio.ch.NioSocketImpl$2.write(byte[], int, int) NioSocketImpl.java","19","0.1","1","110"
"java.util.Locale.getLanguage() Locale.java","19","< 0.1","12","3740"
"java.util.stream.IntPipeline$10.<init>(IntPipeline, AbstractPipeline, StreamShape, int, IntPredicate) IntPipeline.java","18","< 0.1","2","660"
"sun.nio.ch.Net.localAddress(FileDescriptor) Net.java","18","< 0.1","2","220"
"org.cactoos.bytes.BytesOf.<init>(Bytes) BytesOf.java","18","< 0.1","18","11055"
"org.takes.misc.Href.createUri(String) Href.java","18","0.1","0.8","110"
"org.cactoos.func.UncheckedFunc.apply(Object) UncheckedFunc.java","18","< 0.1","2","385"
"org.cactoos.list.ListOf.lambda$new$0(Object) ListOf.java","18","< 0.1","3","1155"
"sun.nio.ch.NioSocketImpl.getOption(int) NioSocketImpl.java","17","0.1","2","165"
"java.util.LinkedList$Node.<init>(LinkedList$Node, Object, LinkedList$Node) LinkedList.java","17","< 0.1","17","10120"
"sun.nio.ch.NioSocketImpl.write(byte[], int, int) NioSocketImpl.java","17","0.1","0.9","110"
"sun.nio.ch.Util$BufferCache.next(int) Util.java","17","< 0.1","17","7921"
"org.cactoos.iterator.Joined.<init>(Iterable) Joined.java","17","< 0.1","0.8","220"
"sun.nio.ch.NativeThread.current() NativeThread.java (native)","17","< 0.1","17","8030"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.signalNext(AbstractQueuedSynchronizer$Node) AbstractQueuedSynchronizer.java","17","< 0.1","17","8030"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetState(int, int) AbstractQueuedSynchronizer.java","17","< 0.1","17","8030"
"sun.nio.ch.Util$BufferCache.offerFirst(ByteBuffer) Util.java","17","< 0.1","17","7920"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.setState(int) AbstractQueuedSynchronizer.java","17","< 0.1","17","8030"
"java.nio.DirectByteBuffer.address() DirectByteBuffer.java","17","< 0.1","17","7920"
"org.cactoos.text.UncheckedText.<init>(Text, Func) UncheckedText.java","17","< 0.1","17","10065"
"sun.nio.ch.IOStatus.okayToRetry(long) IOStatus.java","17","< 0.1","17","7920"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.getState() AbstractQueuedSynchronizer.java","17","< 0.1","17","8030"
"org.takes.misc.Opt$Empty.<init>() Opt.java","17","< 0.1","17","7810"
"java.nio.MappedByteBuffer.position(int) MappedByteBuffer.java","17","< 0.1","17","7921"
"org.takes.misc.Opt$Single.<init>(Object) Opt.java","17","< 0.1","17","7810"
"java.nio.MappedByteBuffer.rewind() MappedByteBuffer.java","17","< 0.1","17","7919"
"java.util.ArrayList$SubList.toArray(Object[]) ArrayList.java","16","< 0.1","11","3190"
"java.nio.MappedByteBuffer.limit(int) MappedByteBuffer.java","16","< 0.1","16","7920"
"sun.nio.ch.NioSocketImpl.endRead(boolean) NioSocketImpl.java","16","< 0.1","16","7810"
"java.util.concurrent.atomic.AtomicLong.addAndGet(long) AtomicLong.java","16","< 0.1","16","7923"
"java.nio.DirectByteBuffer.ix(int) DirectByteBuffer.java","16","< 0.1","16","7810"
"org.cactoos.text.TextOfScalar.toString() TextOfScalar.java","16","< 0.1","1","330"
